,measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,lower,upper
7175,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1980,Rate,35.4627036348757,32.9222366968202,38.1226567517289
7176,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1981,Rate,36.3680593615811,33.6682931875942,39.1279718097997
7177,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1982,Rate,36.6158754988115,33.7567258683388,39.3889534851747
7178,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1983,Rate,38.3140398291481,35.8472721843763,41.248105964273
7179,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1984,Rate,40.1702886044509,37.5281494523326,42.997050185489
7180,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1985,Rate,42.2566830834583,39.4341501841905,45.1817580477275
7181,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1986,Rate,43.6396495826548,40.8398408115537,46.8237278973701
7182,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1987,Rate,45.896088632922,42.8595411770143,48.9041200263295
7183,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1988,Rate,49.7423702947212,46.6418640269036,52.9772383937714
7184,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1989,Rate,50.6540432998053,47.3809634836415,53.9353455399949
7185,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1990,Rate,50.9220140301161,47.7493013660693,54.2888500712059
7186,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1991,Rate,53.7315791101998,50.5578561750844,57.2598158133979
7187,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1992,Rate,56.5198160804648,53.1202317843287,60.0801427984946
7188,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1993,Rate,61.8425947533344,58.2740353543093,65.6768435283077
7189,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1994,Rate,61.1619394032021,57.6433714951525,64.9289138104264
7190,1,Deaths,3217,Ector County,48135,508,Chronic respiratory diseases,2,Female,27,Age-standardized,1995,Rate,66.2026335920795,62.5235320610384,70.3558544641907
